HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,HUPLxM,HUPLxHM,HUnbStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,AUPLxM,AUPLxAM,AUnbStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,B365H,B365D,B365A,Venue,Result
8,8,12.4,3.4,5.5,11.2,1.3,0.0,1.2,1.7,1.0,1.3,-5.0,-3.0,0.9,1.2,20.0,30.0,0.0,50.0,60.0,0.0,13.2,3.9,5.0,10.9,1.4,0.0,0.7,1.4,0.6,1.3,-7.0,-7.0,0.9,0.9,20.0,20.0,0.0,50.0,50.0,0.0,69,69,70,69.33,72,74,70,72.0,2.6,3.25,3.0,Turf Moor,D
7,6,20.4,7.1,8.6,11.3,0.8,0.0,2.2,0.6,1.0,1.1,16.0,-1.0,2.6,1.3,80.0,40.0,7.0,100.0,50.0,12.0,16.2,5.9,5.0,10.9,1.2,0.1,1.7,0.6,1.5,0.6,11.0,9.0,2.2,2.3,70.0,70.0,2.0,80.0,90.0,2.0,80,83,86,83.0,82,84,82,82.67,2.45,3.3,2.9,Anfield,D
8,6,15.9,5.5,6.1,11.6,1.1,0.0,1.7,1.0,2.4,0.8,7.0,16.0,2.1,2.4,70.0,80.0,1.0,70.0,80.0,1.0,16.5,6.3,5.5,10.0,1.2,0.0,1.9,0.6,1.7,1.1,13.0,6.0,2.5,2.2,80.0,70.0,0.0,90.0,80.0,0.0,80,79,85,81.33,80,81,79,80.0,2.45,3.5,3.0,Old Trafford,D
6,7,16.3,5.8,6.2,12.2,1.9,0.0,2.0,1.1,1.5,1.5,9.0,0.0,1.9,1.6,60.0,40.0,0.0,70.0,80.0,0.0,10.7,3.6,4.4,10.0,1.3,0.1,1.0,1.4,0.8,0.7,-4.0,1.0,0.9,1.5,30.0,50.0,0.0,30.0,50.0,0.0,83,85,84,84.0,78,80,79,79.0,1.33,5.0,9.5,Stamford Bridge,D
3,3,11.7,5.2,4.5,9.1,1.2,0.2,1.4,1.6,1.7,0.2,-2.0,15.0,1.7,2.4,50.0,70.0,0.0,70.0,100.0,0.0,14.7,4.2,6.1,8.8,1.0,0.1,1.4,1.8,1.0,1.9,-4.0,-9.0,0.8,0.6,20.0,10.0,0.0,40.0,40.0,0.0,80,79,80,79.67,73,73,74,73.33,1.57,4.2,6.5,Emirates Stadium,D
10,6,9.1,3.1,3.9,11.1,1.7,0.0,0.9,2.2,1.0,1.7,-13.0,-7.0,0.5,1.1,10.0,30.0,0.0,30.0,50.0,0.0,11.7,4.1,4.3,11.4,1.7,0.2,1.4,1.4,0.8,2.1,0.0,-13.0,1.1,0.1,30.0,0.0,0.0,50.0,10.0,0.0,74,75,78,75.67,74,74,73,73.67,2.55,3.3,3.0,Stadium of Light,D
3,8,17.9,5.5,7.5,14.2,2.6,0.1,1.2,1.3,1.6,0.7,-1.0,9.0,1.3,1.9,30.0,50.0,0.0,70.0,90.0,3.0,14.8,2.9,5.5,11.0,2.7,0.2,1.1,2.1,1.5,2.0,-10.0,-5.0,0.8,0.8,20.0,20.0,0.0,40.0,40.0,0.0,81,82,90,84.33,76,79,79,78.0,1.45,4.75,8.0,Old Trafford,D
7,7,12.1,4.0,6.3,10.6,2.0,0.0,0.9,1.6,1.6,1.5,-7.0,1.0,1.1,1.5,30.0,40.0,0.0,50.0,70.0,0.0,12.1,4.5,4.2,11.1,1.7,0.0,1.4,1.7,1.4,1.4,-3.0,0.0,0.9,1.3,20.0,30.0,1.0,50.0,70.0,2.0,76,77,78,77.0,74,76,80,76.67,2.89,3.39,2.54,Vicarage Road,D
7,7,13.9,7.6,6.2,10.0,1.3,0.2,1.0,1.0,1.2,1.1,0.0,1.0,1.3,1.5,30.0,40.0,0.0,70.0,70.0,1.0,9.9,4.0,4.3,12.9,2.3,0.1,0.7,1.2,0.5,1.2,-5.0,-7.0,0.8,0.6,20.0,10.0,0.0,40.0,40.0,0.0,72,70,73,71.67,75,76,75,75.33,1.75,3.8,5.25,St Mary's Stadium,D
7,6,8.9,3.0,4.6,12.0,2.2,0.0,0.8,2.3,1.6,1.6,-15.0,0.0,0.7,1.4,20.0,40.0,1.0,30.0,60.0,1.0,13.3,3.3,4.9,9.2,1.2,0.2,0.6,2.1,0.8,1.7,-15.0,-9.0,0.6,0.7,20.0,20.0,0.0,20.0,30.0,0.0,71,72,74,72.33,77,77,81,78.33,2.5,3.4,3.0,Villa Park,D
7,7,13.7,3.9,5.8,10.4,1.7,0.1,0.6,2.5,1.2,1.8,-19.0,-6.0,0.4,0.9,0.0,20.0,0.0,40.0,50.0,2.0,11.2,4.2,5.0,8.4,1.7,0.0,1.6,1.8,2.0,2.1,-2.0,-1.0,1.2,1.3,30.0,40.0,0.0,60.0,50.0,1.0,76,79,77,77.33,75,77,75,75.67,2.15,3.6,3.25,Vicarage Road,D
8,8,10.2,3.7,5.8,12.9,2.1,0.0,1.0,1.9,1.1,1.5,-9.0,-4.0,0.5,0.9,0.0,20.0,0.0,50.0,50.0,1.0,17.5,6.7,5.6,10.3,1.3,0.1,2.5,1.1,1.8,1.2,14.0,6.0,2.0,1.6,60.0,50.0,1.0,80.0,60.0,5.0,77,77,78,77.33,82,82,88,84.0,5.75,4.09,1.64,St Mary's Stadium,D
10,10,12.9,3.8,5.8,9.4,1.7,0.0,0.8,1.2,0.8,1.2,-4.0,-4.0,1.2,0.9,30.0,20.0,0.0,60.0,50.0,0.0,9.2,2.9,5.8,8.7,1.1,0.0,0.9,0.9,1.1,1.5,0.0,-4.0,1.4,1.0,40.0,30.0,3.0,60.0,40.0,5.0,77,76,78,77.0,75,76,78,76.33,1.62,4.0,6.5,St Mary's Stadium,D
4,3,18.9,6.8,6.8,8.9,1.0,0.2,2.1,0.6,1.5,0.6,15.0,9.0,2.5,1.8,80.0,50.0,5.0,90.0,80.0,5.0,16.7,6.7,5.9,14.2,2.3,0.0,1.9,0.8,1.5,1.1,11.0,4.0,2.0,1.6,50.0,40.0,2.0,100.0,80.0,10.0,79,80,81,80.0,78,76,79,77.67,1.73,4.0,5.0,Emirates Stadium,D
6,5,11.1,3.7,4.3,8.5,1.4,0.1,1.6,2.1,1.8,2.0,-5.0,-2.0,1.1,1.3,30.0,30.0,0.0,50.0,70.0,0.0,12.9,4.7,5.9,10.6,2.1,0.1,1.6,1.5,1.4,1.7,1.0,-3.0,1.5,1.3,40.0,40.0,0.0,70.0,50.0,0.0,74,75,79,76.0,76,78,78,77.33,3.0,3.6,2.3,St. James Park,D
4,3,10.7,3.6,3.7,10.1,2.3,0.1,1.2,1.6,1.3,1.8,-4.0,-5.0,1.4,1.3,40.0,40.0,0.0,60.0,50.0,5.0,10.9,4.1,4.1,10.0,1.9,0.2,1.4,1.5,0.9,2.0,-1.0,-11.0,1.4,0.8,40.0,20.0,0.0,60.0,40.0,4.0,76,75,76,75.67,72,77,75,74.67,2.55,3.5,2.87,Turf Moor,D
10,10,12.1,5.2,5.4,14.3,2.3,0.0,2.2,0.8,1.6,0.8,14.0,8.0,2.1,2.0,60.0,60.0,1.0,90.0,80.0,3.0,14.7,4.6,5.0,10.3,0.9,0.0,1.9,1.0,1.4,1.7,9.0,-3.0,1.5,0.8,40.0,20.0,2.0,70.0,40.0,2.0,81,82,85,82.67,77,78,79,78.0,1.57,4.33,5.5,Tottenham Hotspur Stadium,D
3,3,11.8,4.0,4.5,10.3,1.0,0.1,1.2,0.5,1.4,0.8,7.0,6.0,1.8,2.1,50.0,60.0,1.0,80.0,90.0,1.0,11.3,3.2,5.6,10.3,1.5,0.0,1.0,1.1,0.7,1.4,-1.0,-7.0,1.5,0.9,40.0,20.0,2.0,70.0,50.0,2.0,74,75,75,74.67,73,75,77,75.0,1.73,3.8,5.5,King Power Stadium,D
3,4,18.2,6.0,6.7,10.3,1.6,0.0,1.8,1.0,2.5,1.0,8.0,15.0,1.9,2.5,50.0,80.0,0.0,90.0,90.0,6.0,19.2,7.2,7.9,7.6,0.7,0.0,2.0,0.4,1.8,0.7,16.0,11.0,2.3,2.0,70.0,60.0,2.0,90.0,80.0,5.0,81,82,83,82.0,82,84,85,83.67,2.6,3.39,2.6,Emirates Stadium,D
2,2,12.2,4.8,4.9,10.6,1.4,0.2,1.3,2.0,1.1,2.0,-7.0,-9.0,1.1,0.9,30.0,20.0,0.0,50.0,50.0,0.0,12.2,3.8,4.7,9.2,2.1,0.0,1.6,1.1,1.9,1.5,5.0,4.0,1.9,1.9,60.0,60.0,0.0,70.0,70.0,2.0,76,76,79,77.0,77,80,81,79.33,3.75,3.5,2.0,Selhurst Park,D
2,2,11.1,4.3,5.0,11.2,1.3,0.1,1.4,2.1,1.0,2.5,-7.0,-15.0,1.3,0.8,40.0,20.0,2.0,50.0,40.0,2.0,9.8,3.0,4.8,10.4,1.0,0.1,0.9,1.1,1.1,1.4,-2.0,-3.0,1.2,1.4,30.0,40.0,1.0,60.0,60.0,1.0,76,76,69,73.67,76,78,76,76.67,1.95,3.6,3.8,St Mary's Stadium,D
3,7,11.5,3.4,4.5,11.1,2.3,0.2,0.7,1.2,1.2,0.8,-5.0,4.0,0.9,1.4,20.0,30.0,0.0,50.0,80.0,0.0,11.1,3.2,5.8,13.2,1.6,0.2,0.7,1.4,0.8,1.9,-7.0,-11.0,0.7,0.4,20.0,10.0,0.0,30.0,20.0,0.0,78,78,78,78.0,67,68,70,68.33,1.83,3.6,5.0,Goodison Park,D
3,3,12.1,7.1,5.1,10.2,1.5,0.0,1.4,1.0,1.7,1.5,4.0,2.0,1.6,1.4,40.0,30.0,1.0,80.0,80.0,3.0,9.2,5.3,4.3,9.5,1.2,0.0,0.7,2.5,0.7,2.4,-18.0,-17.0,0.9,0.8,20.0,20.0,0.0,50.0,40.0,0.0,73,73,73,73.0,72,72,76,73.33,1.57,4.0,6.0,Swansea.com Stadium,D
4,3,9.5,3.1,3.0,12.1,1.8,0.1,1.0,1.7,1.2,1.8,-7.0,-6.0,1.1,0.9,30.0,20.0,0.0,50.0,50.0,0.0,14.0,5.7,4.3,10.1,0.6,0.1,1.9,1.7,1.8,2.1,2.0,-3.0,1.8,1.2,60.0,30.0,0.0,60.0,60.0,0.0,73,74,72,73.0,81,83,85,83.0,9.0,4.75,1.36,The Hawthorns,D
4,3,18.6,6.5,6.4,9.5,1.1,0.1,2.0,1.4,1.8,0.5,6.0,13.0,1.8,1.9,50.0,50.0,3.0,80.0,90.0,3.0,13.4,5.6,5.1,10.5,1.2,0.1,1.9,0.6,2.1,0.7,13.0,14.0,2.2,2.4,70.0,80.0,4.0,80.0,80.0,4.0,77,82,83,80.67,82,84,85,83.67,2.14,3.6,3.5,Anfield,D
10,10,12.5,2.9,5.7,10.8,1.6,0.1,0.6,1.6,0.5,1.3,-10.0,-8.0,0.6,0.7,10.0,10.0,0.0,40.0,50.0,0.0,9.1,2.8,3.9,9.5,1.1,0.0,1.0,2.1,0.8,2.4,-11.0,-16.0,0.7,0.7,20.0,20.0,0.0,30.0,30.0,0.0,77,75,77,76.33,73,74,72,73.0,1.5,4.0,7.0,Falmer Stadium,D
10,10,9.9,5.3,4.4,7.8,1.1,0.0,1.4,2.0,1.2,1.2,-6.0,0.0,1.1,1.7,30.0,50.0,0.0,50.0,70.0,0.0,18.4,12.5,7.7,8.6,1.4,0.0,1.7,0.6,2.1,1.4,11.0,7.0,2.1,1.9,60.0,60.0,0.0,90.0,70.0,7.0,73,72,72,72.33,79,80,81,80.0,4.75,3.75,1.83,Carrow Road,D
10,10,8.4,3.1,4.8,8.8,1.2,0.1,0.8,1.7,0.6,1.6,-9.0,-10.0,0.8,0.8,20.0,20.0,0.0,40.0,40.0,0.0,11.8,3.8,4.9,10.4,2.0,0.1,1.0,1.5,1.1,1.2,-5.0,-1.0,0.9,1.3,30.0,40.0,0.0,30.0,50.0,0.0,72,72,70,71.33,72,73,76,73.67,2.15,3.4,3.75,Hull City Stadium,D
3,3,11.5,4.2,4.2,9.3,1.3,0.1,1.8,1.8,1.7,2.0,0.0,-3.0,1.6,1.2,50.0,30.0,0.0,60.0,60.0,0.0,11.4,4.5,5.9,11.5,1.1,0.1,1.0,1.9,0.8,2.5,-9.0,-17.0,0.8,0.3,20.0,10.0,0.0,40.0,10.0,1.0,74,75,77,75.33,76,77,77,76.67,2.5,3.4,2.8,St. James Park,D
3,3,12.2,4.9,4.9,9.4,1.4,0.0,1.8,1.9,1.4,1.3,-1.0,1.0,1.4,1.2,40.0,30.0,2.0,60.0,60.0,2.0,12.8,5.6,4.6,9.1,1.5,0.1,1.8,1.0,1.1,1.1,8.0,0.0,2.1,1.2,60.0,30.0,1.0,90.0,60.0,5.0,76,77,79,77.33,76,79,83,79.33,2.5,3.5,2.75,Dean Court,D
6,7,10.8,6.2,4.2,9.1,1.3,0.0,0.9,1.7,1.8,1.4,-8.0,4.0,0.8,1.5,20.0,40.0,0.0,40.0,70.0,0.0,13.3,8.0,6.4,12.5,2.1,0.0,1.6,1.2,1.4,1.4,4.0,0.0,1.9,1.6,60.0,50.0,1.0,70.0,60.0,1.0,73,73,73,73.0,81,83,85,83.0,5.25,3.8,1.75,Swansea.com Stadium,D
4,3,11.2,3.2,5.5,12.5,1.4,0.2,0.9,1.5,0.7,2.1,-6.0,-14.0,0.8,0.4,10.0,0.0,0.0,60.0,40.0,1.0,8.9,3.1,4.5,11.7,1.4,0.0,0.7,2.0,0.5,2.2,-13.0,-17.0,0.1,0.1,0.0,0.0,0.0,10.0,10.0,0.0,75,76,75,75.33,75,76,73,74.67,1.65,3.75,5.5,Falmer Stadium,D
7,7,10.0,3.7,4.1,9.5,0.8,0.0,1.1,1.4,1.2,1.3,-3.0,-1.0,1.6,1.5,50.0,40.0,2.0,60.0,70.0,2.0,11.4,3.4,4.3,11.0,1.7,0.1,0.9,0.8,0.6,1.7,1.0,-11.0,1.5,0.6,40.0,20.0,3.0,70.0,20.0,3.0,75,74,79,76.0,78,78,78,78.0,2.5,3.3,3.1,Swansea.com Stadium,D
10,7,9.6,2.8,3.1,10.5,2.4,0.0,0.5,1.2,0.8,0.9,-7.0,-1.0,0.5,1.4,0.0,40.0,0.0,50.0,60.0,0.0,10.9,4.0,5.5,11.2,2.3,0.0,1.1,1.7,1.1,1.9,-6.0,-8.0,0.8,0.7,10.0,10.0,0.0,60.0,50.0,0.0,76,76,75,75.67,76,77,77,76.67,2.89,3.1,2.79,Turf Moor,D
4,8,13.3,5.2,6.4,9.4,1.8,0.2,1.8,1.5,2.1,1.8,3.0,3.0,1.3,1.3,30.0,20.0,0.0,70.0,90.0,1.0,15.2,4.9,6.9,10.2,0.8,0.2,1.8,0.6,1.4,0.8,12.0,6.0,2.4,2.0,70.0,60.0,1.0,100.0,80.0,11.0,80,82,80,80.67,75,77,76,76.0,2.3,3.75,3.1,Stamford Bridge,D
4,3,12.7,4.2,6.7,11.0,1.3,0.1,1.9,0.9,2.0,1.4,10.0,6.0,2.0,1.6,50.0,40.0,3.0,100.0,80.0,12.0,10.1,3.4,5.4,12.1,0.8,0.1,1.4,1.7,1.0,1.4,-3.0,-4.0,1.6,1.4,50.0,40.0,3.0,60.0,60.0,3.0,82,81,83,82.0,76,78,75,76.33,1.5,4.5,7.5,Stamford Bridge,D
10,10,14.0,5.1,3.7,11.4,1.6,0.2,1.1,1.4,1.3,1.8,-3.0,-5.0,1.4,1.6,40.0,50.0,1.0,60.0,60.0,1.0,15.4,8.2,7.3,9.8,1.5,0.0,1.5,0.6,2.4,1.0,9.0,14.0,2.3,2.1,70.0,60.0,2.0,90.0,90.0,2.0,77,77,81,78.33,79,80,76,78.33,4.5,3.9,1.83,St. James Park,D
10,10,16.4,5.8,6.6,10.5,1.6,0.1,1.8,1.5,1.8,0.8,3.0,10.0,1.6,2.3,50.0,70.0,0.0,60.0,90.0,0.0,13.7,4.2,6.7,10.0,2.1,0.1,1.5,1.0,2.1,1.1,5.0,10.0,1.8,2.1,50.0,70.0,0.0,80.0,70.0,7.0,82,82,85,83.0,81,85,83,83.0,3.1,3.75,2.3,Emirates Stadium,D
4,4,13.3,3.6,6.0,12.4,2.1,0.0,1.3,1.3,1.5,1.2,0.0,3.0,1.4,1.6,40.0,50.0,2.0,60.0,60.0,2.0,11.4,4.4,5.1,11.2,1.8,0.1,1.7,0.6,1.2,1.3,11.0,-1.0,2.3,1.2,70.0,20.0,0.0,90.0,80.0,9.0,73,73,76,74.0,80,79,85,81.33,4.2,3.5,2.0,Bet365 Stadium,D
3,3,10.6,3.7,4.4,9.1,1.2,0.0,1.4,1.8,1.3,0.9,-4.0,4.0,1.1,1.4,30.0,40.0,0.0,50.0,60.0,0.0,11.0,2.7,5.4,11.9,1.8,0.0,0.6,1.9,0.9,1.3,-13.0,-4.0,0.3,1.2,0.0,30.0,0.0,30.0,60.0,0.0,74,73,77,74.67,75,75,76,75.33,2.5,3.3,3.1,Stadium of Light,D
10,10,14.7,5.7,5.2,11.2,0.9,0.1,2.2,1.6,2.0,0.8,6.0,12.0,1.9,2.2,60.0,70.0,1.0,70.0,80.0,2.0,12.5,5.1,4.9,11.7,1.7,0.0,1.5,1.1,1.5,1.2,4.0,3.0,1.8,1.7,50.0,50.0,2.0,80.0,70.0,2.0,81,82,85,82.67,76,76,77,76.33,1.45,4.75,6.5,Stamford Bridge,D
6,8,10.8,3.4,5.0,11.3,1.6,0.2,0.9,1.9,1.2,1.7,-10.0,-5.0,0.6,1.1,20.0,30.0,0.0,20.0,50.0,0.0,11.4,3.9,6.4,9.2,1.6,0.0,1.1,1.2,0.9,1.4,-1.0,-5.0,1.2,1.1,30.0,30.0,2.0,60.0,50.0,4.0,75,75,77,75.67,78,80,79,79.0,3.5,3.2,2.2,St. James Park,D
7,6,14.9,4.2,6.0,12.9,1.7,0.0,0.8,0.7,1.2,0.6,1.0,6.0,1.4,1.7,40.0,50.0,0.0,60.0,70.0,0.0,15.2,5.2,5.6,10.4,2.2,0.0,1.8,1.7,1.5,1.5,1.0,0.0,1.7,1.6,50.0,50.0,1.0,70.0,60.0,1.0,73,76,76,75.0,78,80,77,78.33,2.1,3.5,3.8,St Mary's Stadium,D
10,10,9.3,2.2,3.6,10.6,1.9,0.1,0.4,1.6,0.9,1.5,-12.0,-6.0,0.8,1.1,20.0,30.0,0.0,40.0,50.0,1.0,14.1,5.5,5.8,11.8,1.2,0.0,2.2,0.3,1.1,1.1,19.0,0.0,2.5,1.6,80.0,50.0,4.0,90.0,60.0,4.0,74,71,72,72.33,73,76,76,75.0,5.25,3.75,1.75,Villa Park,D
3,4,11.1,3.9,4.9,10.6,1.5,0.3,1.7,1.4,1.5,1.2,3.0,3.0,1.4,1.7,40.0,50.0,0.0,60.0,70.0,0.0,8.7,3.1,4.5,9.7,1.5,0.0,1.0,1.8,0.6,1.8,-8.0,-12.0,1.4,0.5,40.0,10.0,2.0,60.0,30.0,3.0,76,79,79,78.0,74,75,76,75.0,1.8,3.6,5.25,King Power Stadium,D
4,3,16.5,6.0,6.3,10.0,1.1,0.0,2.4,1.0,1.7,0.4,14.0,13.0,2.1,1.9,60.0,50.0,2.0,90.0,90.0,6.0,10.9,4.0,3.6,14.1,1.6,0.1,1.7,1.8,0.6,2.0,-1.0,-14.0,1.4,0.4,40.0,0.0,2.0,60.0,40.0,2.0,78,82,83,81.0,78,80,70,76.0,1.3,6.0,11.0,Anfield,D
10,10,12.8,4.7,5.2,10.2,2.1,0.0,1.3,1.3,1.8,1.2,0.0,6.0,1.2,1.7,30.0,50.0,0.0,60.0,70.0,1.0,14.1,5.4,4.7,11.7,1.8,0.0,1.4,0.7,1.3,1.3,7.0,0.0,1.7,1.4,50.0,40.0,1.0,70.0,60.0,5.0,82,82,85,83.0,81,81,83,81.67,3.0,3.4,2.37,Tottenham Hotspur Stadium,D
10,10,9.7,3.1,3.7,10.0,1.9,0.0,1.1,1.4,0.9,1.7,-3.0,-8.0,0.9,0.7,10.0,10.0,0.0,70.0,50.0,1.0,12.6,4.3,4.8,13.8,1.3,0.2,1.1,2.2,1.4,1.8,-11.0,-4.0,0.4,0.7,10.0,20.0,0.0,20.0,30.0,0.0,77,75,77,76.33,74,76,75,75.0,2.2,3.25,3.5,Turf Moor,D
7,3,10.2,3.0,4.6,10.5,2.1,0.0,1.0,1.0,1.3,1.5,0.0,-2.0,1.4,1.3,40.0,40.0,0.0,60.0,50.0,6.0,12.6,5.0,5.6,10.1,2.1,0.0,1.4,1.3,1.4,1.5,1.0,-1.0,1.4,1.2,40.0,30.0,0.0,60.0,60.0,0.0,77,75,77,76.33,82,82,86,83.33,2.7,3.3,2.62,Turf Moor,D
4,7,9.8,2.2,4.3,10.0,1.5,0.1,0.5,1.8,0.5,1.5,-13.0,-10.0,0.7,0.8,20.0,20.0,0.0,30.0,40.0,0.0,14.5,4.8,5.5,10.4,1.9,0.0,1.4,1.1,0.7,1.5,3.0,-8.0,1.7,0.9,50.0,20.0,2.0,70.0,50.0,2.0,76,77,76,76.33,76,76,78,76.67,2.3,3.2,3.6,Falmer Stadium,D
10,6,13.2,4.7,4.8,8.1,1.1,0.0,1.2,2.1,1.7,1.3,-9.0,4.0,1.0,1.7,30.0,50.0,0.0,40.0,70.0,0.0,11.9,4.4,4.1,8.7,1.7,0.1,1.7,1.4,1.3,1.2,3.0,1.0,1.7,1.5,50.0,40.0,0.0,70.0,70.0,4.0,77,76,75,76.0,76,78,75,76.33,2.87,3.4,2.62,Dean Court,D
5,7,12.1,3.3,6.0,10.4,1.5,0.0,1.1,1.5,1.7,1.8,-4.0,-1.0,0.9,1.1,20.0,20.0,0.0,50.0,70.0,1.0,10.8,4.3,4.6,14.0,1.6,0.2,1.6,1.9,1.6,1.4,-3.0,2.0,1.0,1.5,20.0,40.0,0.0,60.0,70.0,0.0,72,74,70,72.0,71,72,71,71.33,1.91,3.6,4.5,The Hawthorns,D
7,6,9.6,3.4,2.6,10.6,1.6,0.3,1.3,1.2,1.7,0.7,1.0,10.0,1.2,1.9,30.0,60.0,0.0,60.0,70.0,0.0,10.8,3.8,4.8,13.8,1.5,0.2,1.5,1.6,1.8,1.6,-1.0,2.0,1.2,1.5,30.0,40.0,1.0,60.0,70.0,1.0,75,74,79,76.0,71,72,71,71.33,1.8,3.75,5.0,Swansea.com Stadium,D
7,3,13.9,4.1,4.2,11.6,2.3,0.1,1.0,1.7,1.4,1.2,-7.0,2.0,1.0,1.6,20.0,40.0,1.0,60.0,80.0,2.0,12.2,4.8,5.2,7.8,1.3,0.1,1.5,1.7,1.6,1.8,-2.0,-2.0,1.4,1.4,40.0,40.0,0.0,60.0,60.0,0.0,75,78,78,77.0,78,82,82,80.67,2.8,3.5,2.45,Elland Road,D
3,3,7.5,2.8,2.9,12.2,1.4,0.0,0.7,1.0,0.8,1.2,-3.0,-4.0,1.3,1.3,40.0,40.0,0.0,50.0,50.0,0.0,12.6,3.6,6.4,10.0,1.2,0.0,0.9,0.8,1.0,1.4,1.0,-4.0,1.4,1.2,30.0,30.0,2.0,80.0,60.0,4.0,77,76,76,76.33,76,75,76,75.67,3.6,3.1,2.2,Turf Moor,D
4,7,17.3,6.4,5.5,10.0,1.4,0.0,2.1,0.8,2.4,0.3,13.0,21.0,2.0,3.0,60.0,100.0,2.0,80.0,100.0,2.0,16.1,4.9,7.8,12.2,2.2,0.1,2.1,0.9,2.3,1.1,12.0,12.0,2.3,2.1,70.0,60.0,0.0,90.0,90.0,0.0,81,82,81,81.33,81,83,84,82.67,2.15,3.5,3.6,Stamford Bridge,D
10,10,12.3,5.7,5.6,12.1,0.9,0.2,0.7,0.9,1.3,1.2,-2.0,1.0,1.1,1.4,20.0,30.0,0.0,70.0,80.0,0.0,11.2,4.7,3.8,11.7,1.8,0.0,1.2,1.0,0.6,1.7,2.0,-11.0,1.3,0.6,30.0,10.0,0.0,70.0,40.0,0.0,71,73,78,74.0,72,75,75,74.0,1.85,3.6,4.75,St Mary's Stadium,D
3,8,14.5,4.6,6.1,11.2,2.3,0.1,0.8,1.8,1.6,1.2,-10.0,4.0,1.1,2.1,30.0,70.0,0.0,50.0,70.0,0.0,12.7,4.2,4.9,11.9,2.0,0.1,1.0,1.9,0.7,2.4,-9.0,-17.0,0.8,0.4,20.0,10.0,1.0,40.0,20.0,1.0,75,78,79,77.33,71,72,73,72.0,1.67,4.0,5.75,Anfield,D
8,7,12.5,4.3,6.7,9.1,2.4,0.1,1.2,1.6,2.4,0.8,-4.0,16.0,1.3,2.5,40.0,80.0,0.0,50.0,90.0,0.0,17.4,4.7,5.9,8.8,1.4,0.2,1.4,0.9,1.6,1.5,5.0,1.0,1.4,1.0,40.0,30.0,0.0,60.0,40.0,0.0,80,83,82,81.67,83,82,86,83.67,2.37,3.6,2.8,Emirates Stadium,D
4,7,11.1,3.8,5.8,12.6,1.7,0.0,1.4,1.6,1.7,1.6,-2.0,1.0,1.3,1.6,40.0,50.0,0.0,50.0,60.0,1.0,10.0,3.4,3.7,9.1,2.2,0.0,1.2,1.8,0.9,2.5,-6.0,-16.0,0.8,0.6,20.0,20.0,0.0,40.0,20.0,0.0,73,77,76,75.33,76,76,79,77.0,1.9,3.9,4.1,St Mary's Stadium,D
10,10,10.7,3.5,4.6,12.6,1.0,0.0,1.0,1.5,1.3,0.9,-5.0,4.0,1.4,1.9,40.0,60.0,1.0,60.0,70.0,1.0,12.0,3.0,5.0,11.3,1.6,0.0,1.2,1.0,1.0,1.4,2.0,-4.0,1.7,0.8,50.0,20.0,1.0,70.0,40.0,1.0,75,78,76,76.33,74,74,77,75.0,2.2,3.4,3.6,Bet365 Stadium,D
7,7,11.0,6.1,5.9,11.2,1.7,0.1,1.0,1.6,1.8,1.3,-6.0,5.0,0.8,1.5,20.0,40.0,0.0,40.0,70.0,0.0,11.6,6.5,5.5,10.4,1.4,0.0,0.8,1.3,0.8,1.6,-5.0,-8.0,1.0,0.5,20.0,10.0,0.0,60.0,30.0,2.0,71,73,75,73.0,74,74,79,75.67,2.1,3.5,3.75,Boleyn Ground,D
3,3,14.1,4.1,6.6,9.4,1.3,0.0,1.2,0.9,1.5,1.4,3.0,1.0,1.3,1.4,30.0,40.0,0.0,70.0,60.0,5.0,14.1,4.6,6.1,7.6,1.1,0.0,1.7,1.4,1.3,0.9,3.0,4.0,1.2,1.5,20.0,30.0,0.0,80.0,90.0,2.0,81,80,83,81.33,79,78,79,78.67,1.83,3.75,4.75,Stamford Bridge,D
4,4,10.8,4.0,4.4,10.2,1.5,0.1,1.2,1.8,1.4,1.7,-6.0,-3.0,1.0,1.3,30.0,40.0,0.0,40.0,50.0,0.0,10.5,3.6,4.1,8.9,0.7,0.0,0.7,2.3,0.7,2.0,-16.0,-13.0,0.4,0.4,10.0,10.0,0.0,20.0,20.0,0.0,78,80,79,79.0,73,73,75,73.67,1.45,4.75,6.5,Molineux Stadium,D
3,3,15.7,5.3,5.5,9.7,1.1,0.0,1.5,1.1,1.6,0.8,4.0,8.0,1.9,2.0,60.0,60.0,4.0,70.0,80.0,5.0,11.1,3.1,4.2,8.8,1.7,0.0,0.8,1.0,0.8,1.4,-2.0,-6.0,1.2,0.9,30.0,20.0,0.0,60.0,50.0,1.0,82,86,84,84.0,73,72,75,73.33,1.16,8.5,19.0,Stamford Bridge,D
